Name,Url,Telephone,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry
Kilronan House,,+353(0)719647048,-8.17519069,54.06649058,Roscommon,Boyle,Republic of Ireland
Lynes Cottages,http://www.lynescottages.com/,+353(0)667138257,-10.162267,52.267967,Kerry,Dingle,Republic of Ireland
Tigh Mhic,http://www.tighmhic.com,+353(0)863203018,-8.839359,53.734091,Mayo,Claremorris,Republic of Ireland
Travelodge Stephens Green,http://www.travelodge.ie/,+353(0)14720800,-6.26402707187572,53.3394550525706,Dublin,Dublin City,Republic of Ireland
Teac Chondai Thatch cottage,http://www.teacchondai.com,+353(0)851003321,-8.28785983622833,54.9992329246709,Donegal,Annagry,Republic of Ireland
The Connemara Hostel (Sleepzone),http://www.sleepzone.ie/connemara-sleepzone-home,+353(0)9542929,-9.77801905090336,53.5939655249686,Galway,Leenane,Republic of Ireland
Atlantic 'N' Riverside,http://www.easkeybandb.com,+353(0)9649837,-8.960796,54.286351,Sligo,Easkey,Republic of Ireland
Ennisdrum House,,+353(0)9783039,-9.746667,54.144722,Mayo,Bangor Erris,Republic of Ireland
Shady Hollow B&B,http://www.hollowaytravel.com,+353(0)2979194,-9.05698,52.12311,Cork,Millstreet,Republic of Ireland
Beach Haven,http://www.beachhavenhouse.com,+353(0)51390208,-7.145,52.166,Waterford,Tramore,Republic of Ireland
Magouhy House,http://www.magouhyhouse.com,+353(0)657089136,-9.08544409319779,53.0269270255411,Clare,Carran,Republic of Ireland
Clonabreany Courtyard,http://www.clonabreanyhouse.ie,+353(0)469243814,-7.06539603788588,53.7169234585892,Meath,Kells,Republic of Ireland
MDI's Home from Home,http://www.mdi.ie,+353(0)16236414,-6.35259881650813,53.3509876078664,Dublin,Chapelizod,Republic of Ireland
Southbeach Apartments,http://www.southbeachholidayapartments.com,+353(0)851610179,-6.38955832,52.27807046,Wexford,Rosslare,Republic of Ireland
Lakelodge,http://www.lakelodge.ie,+353(0)869978398,-7.38999,53.58977,Westmeath,Mullingar,Republic of Ireland
Rountree's Hill,http://www.rountreeshill.com,+353(0)867398346,-7.073139,54.055357,Cavan,Cootehill,Republic of Ireland
The Old Rectory Apartments - Loft,http://www.theoldrectoryireland.com/,+353(0)719644089,-7.836422,54.015879,Leitrim,Ballinamore,Republic of Ireland
The Cliff at Lyons,http://www.cliffatlyons.ie,+353(0)16303500,-6.55511005356447,53.3006496465468,Kildare,Celbridge,Republic of Ireland
Beechlane Farmhouse,http://www.beechlanefarmhouse.com/,+353(0)567726465,-7.12037783599851,52.6648562994255,Kilkenny,Kilkenny City,Republic of Ireland
Glen Gat House,http://www.glengathouse.com,+353(0)429337938,-6.408116,53.998722,Louth,Dundalk,Republic of Ireland
Aaron Vale,http://www.aaronvale.net,+353(0)419839210,-6.3650574,53.7213758,Louth,Drogheda,Republic of Ireland
St Bridget's B&B,,+353(0)749361319,-7.455136,55.13857,Donegal,Buncrana,Republic of Ireland
Hideaway at Foxhollow,http://www.hideawayatfoxhollow.com,+353(0)878518553,-6.893594,53.672649,Meath,Navan,Republic of Ireland
The Marker Hotel,http://www.themarkerhoteldublin.com,+353(0)16875100,-6.2388694470651,53.344526021135,Dublin,Dublin 2,Republic of Ireland
Clare Island Lighthouse,http://www.clareislandlighthouse.com,+353(0)876689758,-9.98297597492217,53.8265672613651,Mayo,Westport,Republic of Ireland
Kiltale House,http://www.meathselfcatering.com,+353(0)469436679,-6.687902,53.530362,Meath,Dunsany,Republic of Ireland
Clifden Eco Beach Camping & Caravanning Park,http://www.actonsbeachsidecamping.com,+353(0)9544036,-10.1344595233856,53.5236764977858,Galway,Clifden,Republic of Ireland
Silvermines Cottages,http://www.silvermines.ie/index.html,System.Object[],-8.2379435443878,52.7936232025637,Tipperary,Silvermines,Republic of Ireland
Muldowney's B&B,http://www.muldowneysbb.com,+353(0)879081277,-8.51718307,54.98210205,Donegal,Letterkenny,Republic of Ireland
Emy Lake House,http://www.emylakehouse.com,+353(0)4787266,-6.9675908,54.3405419,Monaghan,Emyvale,Republic of Ireland
Mulroy Woods Hotel,https://www.mulroywoodshotel.com,+353(0)749153313,-7.68083768220902,55.0764962412384,Donegal,Milford,Republic of Ireland
Grange Lodge,http://www.grangelodge.com,+353(0)719633350,-8.072162,53.823088,Roscommon,Stokestown,Republic of Ireland
The Three Towers Eco House & Organic Kitchen,http://www.slieveaughtycentre.com,+353(0)909745246,-8.5660931,53.1989136,Galway,Loughrea,Republic of Ireland
Rosegarland Estate,http://www.rosegarlandestate.ie,+353(0)872478317,-6.75232208863826,52.2821242227639,Wexford,Wellington Bridge,Republic of Ireland
Steeple View,http://www.meathselfcatering.com,+353(0)469436679,-6.7900642,53.556986,Meath,Trim,Republic of Ireland
Silver Spruce Lodge,http://www.silversprucelodge.com,+353(0)868614463,-8.1875,52.77616,Tipperary,Nenagh,Republic of Ireland
Annora,http://www.annora.ie,+353(0)749545455,-8.44467615715848,54.8373002270296,Donegal,Portnoo,Republic of Ireland
Portsalon Luxury Camping,http://www.portsalonluxurycamping.com,+353(0)749159957,-7.65585137018774,55.2100380179393,Donegal,Portsalon,Republic of Ireland
Purecamping,http://www.purecamping.ie,+353(0)659057953,-9.59962544861355,52.6333028409542,Clare,Kilkee,Republic of Ireland
Rock Farm Slane,http://www.rockfarmslane.ie,+353(0)419884861,-6.557169,53.704862,Meath,Slane,Republic of Ireland
The Bridge Tavern,http://www.bridgetavern.ie,+353(0)40464760,-6.04201229259035,52.9809936447128,Wicklow,Wicklow Town,Republic of Ireland
Pure Magic Achill,http://www.puremagic.ie/achill,+353(0)9843859,-10.02015,54.00944,Mayo,Achill Island,Republic of Ireland
The Ballyliffin Townhouse,http://www.ballyliffintownhouse.ie,+353(0)749378300,-7.3949429923432,55.2775966137989,Donegal,Ballyliffin,Republic of Ireland
Royal Hotel Arklow,http://www.theroyalhotel.ie,+353(0)40232524,-6.15397044418023,52.7981551091212,Wicklow,Arklow,Republic of Ireland
The Pier Hotel,http://www.thepierhotellimerick.com,+353(0)61317179,-8.62909573082731,52.6646470802277,Limerick,Limerick City,Republic of Ireland
Tullybuck Cottage,,+353(0)18491600,-6.8415402,54.2054431,Monaghan,Clontibret,Republic of Ireland
Pod Umna,http://www.podumnavillage.ie,+353(0)909759499,-8.217119,53.091741,Galway,Portumna,Republic of Ireland
Binion Bay Caravan Park,http://www.caravanandcampingireland.ie/,+353(0)749376800,-7.42566222247683,55.276291814743,Donegal,Clonmany,Republic of Ireland
Robin Hill,http://www.robinhill.ie,+353(0)214812222,-8.31149,51.84823,Cork,Cobh,Republic of Ireland
Laragh Mountain View Lodge,http://www.wicklowlodge.com,+353(0)40445754,-6.30679941123662,53.0291879791572,Wicklow,Glendalough,Republic of Ireland
Castle Ivy Lodge,http://www.myinfo.ie/Cashel-Ivy-Lodge-Self-Catering/,+353(0)6252500,-7.8884098,52.5197642,Tipperary,Cashel,Republic of Ireland
Coolcree Cottage,http://www.selfcateringcottagetipperary.com,+353(0)863238595,-7.77176,52.37766,Tipperary,Clonmel,Republic of Ireland
The Visiting House,,+353(0)868530289,-8.69420666477754,53.5923399269393,Galway,Dunmore,Republic of Ireland
Mia's Cottage,,+353(0)749153503,-7.4140688949534,55.2556503987197,Donegal,Clonmany,Republic of Ireland
Oscars Hostel,http://www.oscarshostel.com,+353(0)212418380,-8.45467499325411,51.9026881574762,Cork,Cork City,Republic of Ireland
Dunmore East Holiday Park,http://www.dunmoreholiday.ie/,+353(0)877022566,-6.99214888095093,52.1592330909647,Waterford,Dunmore East,Republic of Ireland
McGuire's Self-Catering Cottages,http://www.mcguiresirishcottages.com,+353(0)719641033,-8.03974353432045,54.0475983303132,Leitrim,Drumshanbo,Republic of Ireland
Barleyview Kinsale,http://www.barleyviewkinsale.com/,+353(0)872783860,-8.52341090728407,51.7078322517355,Cork,Kinsale,Republic of Ireland
Osborne's Storehouse,http://osborne-storehouse.com,+353(0)599771722,-6.83256696693422,52.6011257398305,Carlow,Borris,Republic of Ireland
Clover Cabin,http://www.clovercabin.ie,+353(0)567726999,-7.08227378734136,52.6367157674162,Kilkenny,Gowran,Republic of Ireland
Collon House,http://www.collonhouse.com,+353(0)872355645,-6.48644291534424,53.7781627483961,Louth,A92YT29,Republic of Ireland
Laurels Dunlavin Bed and Breakfast,http://www.thelaurelsdunlavin.com,+353(0)45401461,-6.663789,53.040669,Wicklow,Dunlavin,Republic of Ireland
Blairscove House and Restaurant,http://www.blairscove.ie,+353(0)2761127,-9.53784525834351,51.6093467501898,Cork,Bantry,Republic of Ireland
Dzogchen Beara Retreat Centre,http://www.dzogchenbeara.org,+353(0)2773032,-9.979378,51.615378,Cork,Allihies,Republic of Ireland
The Cliffs of Moher Retreat,http://www.cliffsofmoherretreat.com/all-retreats/,+353(0)657086805,-9.43318365500704,52.9445586866438,Clare,Liscannor,Republic of Ireland
Mount Coggill,http://www.mountcoggill.com,+353(0)599771673,-6.97143861487427,52.582051310979,Kilkenny,Graiguenamanagh,Republic of Ireland
The Lodge,http://www.doolinlodge.com,+353(0)872237951,-9.38061745071729,53.0139271146151,Clare,Doolin,Republic of Ireland
Wild Atlantic Camp,http://www.wildatlanticcamp.ie,+353(0)749138400,-7.90456314829589,55.1192720325292,Donegal,Letterkenny,Republic of Ireland
McMunn's Of Ballybunion,http://www.mcmunns.com/,+353(0)6828845,-9.67563334300996,52.5110605710234,Kerry,Ballybunion,Republic of Ireland
Half Door B&B,http://www.halfdoordoolin.com,+353(0)657075959,-9.37305092067106,53.0182865999723,Clare,Doolin,Republic of Ireland
Silver Line Cruisers,http://www.silverlinecruisers.com,+353(0)579151112,-7.99011591852422,53.1938519125499,Offaly,Banagher,Republic of Ireland
Upperchurch Self Catering Cottage & Spa,,+353(0)876626028,-8.03872232861476,52.7031133053128,Tipperary,Thurles,Republic of Ireland
Kilcooly's Country House,http://www.golfballybunion.com/location.htm,+353(0)6827112,-9.6709321603314,52.5108378201478,Kerry,Ballybunion,Republic of Ireland
Gortnamullan Cottage,http://www.whitestrand.net/,+353(0)749370335,-7.3428,55.3537,Donegal,Malin Head,Republic of Ireland
The Forum - Mountmellick,http://www.theforum-mountmellick.com,+353(0)578697557,-7.32854570887605,53.1182124908746,Laois,Mountmellick,Republic of Ireland
Killybegs Holiday Park,https://killybegsholidaypark.ie/,+353(0)872769765,-8.44865498016361,54.6329745891673,Donegal,Killybegs,Republic of Ireland
The Yellow House,http://theyellow-house.com/,+353(0)2848037,-9.22995267213593,51.490235553341,Cork,Castletownshend,Republic of Ireland
Hilltop B&B,http://www.hilltop.westclare.net,+353(0)659058238,-9.755044,52.632568,Clare,Kilkee,Republic of Ireland
Chleire Haven,http://www.yurt-holidays-ireland.com,+353(0)2839982,-9.50331343357652,51.435022754966,Cork,Skibbereen,Republic of Ireland
Galway City Hostel,http://www.galwaycityhostel.com,+353(0)91535878,-9.04767018941038,53.2742164945249,Galway,Eyre Square,Republic of Ireland
Canbe - Broc House,http://www.canbe.ie,+353(0)12196539,-6.21853569577024,53.3169424639785,Dublin,Donnybrook,Republic of Ireland
Green Adventure,http://www.greenadventure.ie,+353(0)892070047,-6.55360039795005,52.8105776951729,Wicklow,Tinahely,Republic of Ireland
Seacrest,http://www.aranaccommodations.com/,+353(0)9961292,-9.67044496529001,53.1193754129368,Galway,Aran Islands,Republic of Ireland
Atlantic Coast Hotel,http://www.atlanticcoasthotel.net,+353(0)9530001,-10.0218571486183,53.4877923025588,Galway,Clifden,Republic of Ireland
Viewmount House,http://viewmounthouse.com,+353(0)433341919,-7.770180430658,53.7214608478688,Longford,Longford,Republic of Ireland
Waterfront House & Restaurant,http://www.waterfronthouse.ie,+353(0)9637120,-9.09443681719665,54.2168714214441,Sligo,Enniscrone,Republic of Ireland
The Charles Stewart,http://www.charlesstewart.ie,+353(0)18780350,-6.26225182209009,53.3537177915548,Dublin,Dublin City,Republic of Ireland
Clonganny House,http://www.clonganny.com,+353(0)539482111,-6.25747769444274,52.5553777395503,Wexford,Gorey,Republic of Ireland
The Cosy Cottage,http://www.thecosycottage.com,+353(0)749385740,-7.03912624187239,55.1892271549434,Donegal,Moville,Republic of Ireland
St Martha's B&B,,+353(0)949388774,-8.91544067031862,53.7946742074812,Mayo,Knock,Republic of Ireland
Liss Ard Estate,http://www.lissardestate.com,+353(0)2840000,-9.250505316719,51.5294949640708,Cork,Skibbereen,Republic of Ireland
Carrickcraft Carrick,https://www.cruise-ireland.com,+353(0)12781666,-8.09893759762269,53.9436019704172,Leitrim,Carrick-on-Shannon,Republic of Ireland
Tigh T.P.,http://www.dingleactivities.com,+353(0)834437322,-10.3760071639881,52.1908188730683,Kerry,Dingle,Republic of Ireland
The Railway Hostel,http://www.therailway.ie/,+353(0)719144530,-8.48097903684004,54.2726629341848,Sligo,Sligo Town,Republic of Ireland
Aughris House Beach Bar,http://www.thebeachbarsligo.com/,+353(0)719176465,-8.75712649202421,54.2692849627574,Sligo,Templeboy,Republic of Ireland
Atlantic Villa,http://www.atlanticvilla.ie,+353(0)669476839,-10.2926529761962,51.9256555852741,Kerry,Valentia Island,Republic of Ireland
South Aran Restaurant & Rooms,http://www.southaran.com,+353(0)9975073,-9.5300388673769,53.0674552805568,Galway,Aran Islands,Republic of Ireland
Old Essmore Cottage,http://www.oldessmorecottage.com,+44(0)2890203266,-6.24824108013922,54.0777370722678,Louth,Omeath,Republic of Ireland
Western Greenway Bed & Breakfast,http://www.westerngreenwaybnb.com/,+353(0)871312470,-9.53748731338771,53.8868925481499,Mayo,Newport,Republic of Ireland
Cara House,http://www.carabedandbreakfast.com/,+353(0)949388315,-8.91955421325076,53.7940850577665,Mayo,Knock,Republic of Ireland
The Fanad Lodge,https://www.facebook.com/fanadlodge.fanadlodge/,+353(0)749159057,-7.70244550830079,55.2446648676826,Donegal,Letterkenny,Republic of Ireland
Arch House B&B and Apartments,http://www.archhouse.ie,+353(0)906477222,-7.93457221969549,53.4226417911768,Westmeath,Athlone,Republic of Ireland
Annie Mays,http://www.anniemays.ie/bar-and-restaurant.html,+353(0)2822930,-9.26874432565614,51.5493676950135,Cork,Skibbereen,Republic of Ireland
Glenmalure,http://anoige.ie/hostels/our-hostel-guide/glenmalure-youth-hostel/,+353(0)18304555,-6.42190374909512,52.9915864126283,Wicklow,Greenane,Republic of Ireland
Inisean B&B,http://www.iniseanbandb.com,+353(0)749521455,-8.36987161636352,54.953465954388,Donegal,Dungloe,Republic of Ireland
New Park Hotel,http://www.newparkhotel.ie,+353(0)911875380,-8.7473950061169,53.2974510457752,Galway,Athenry,Republic of Ireland
Árasáin Cholmcille,http://arasaincholmcille.littleireland.ie,+353(0)861261103,-8.23175337041016,55.2663814990265,Donegal,Tory Island - Toraigh,Republic of Ireland
Elite B&B,http://www.elitebnb.ie,+353(0)91588760,-9.06518882762998,53.2670340262051,Galway,Galway City,Republic of Ireland
The Sanctuary,http://www.celticprayergarden.com/the-sanctuary/,+353(0)749384866,-7.32851160393693,55.0543589620186,Donegal,Muff,Republic of Ireland
Caledonia,http://www.tripadvisor.com/VacationRentalReview-g211864-d6952871-Caledonia-Ballina_County_Mayo_Western_Ireland.html,+353(0)858555222,-9.13734246072954,54.120245689278,Mayo,Ballina,Republic of Ireland
Silken Thomas Accommodation,http://www.silkenthomas.com,+353(0)45522232,-6.90842624458366,53.1568608139932,Kildare,Kildare Town,Republic of Ireland
Ringfort@The Irish National Heritage Park,http://www.inhp.com,+353(0)539120733,-6.51737889359583,52.3438386292364,Wexford,Ferrycarrig,Republic of Ireland
Bridgefield House,http://www.bridgefieldhouse.ie,+353(0)494339099,-7.64746704813069,54.0065054095083,Leitrim,Carrigallen,Republic of Ireland
Hazelwood Lodge,http://www.hazelwoodlodge.ie/,+353(0)657077092,-9.1557710371178,53.1060822393052,Clare,Ballyvaughan,Republic of Ireland
Ocean View Park,,+353(0)657081626,-9.34853546325985,52.9235276450585,Clare,Lahinch,Republic of Ireland
Croagh Patrick Hostel,http://www.croaghpatrickhostel.ie,+353(0)9864756,-9.6368751468658,53.7788325389756,Mayo,Westport,Republic of Ireland
Ballyhoura Luxury Hostel,http://www.ballyhourahostel.ie,+353(0)6391625,-8.47145359571823,52.358509318934,Limerick,Kilfinnane,Republic of Ireland
The Gateway Lodge,http://www.thegatewaydonegal.com,+353(0)749740405,-8.11500329934517,54.6562613128712,Donegal,Donegal Town,Republic of Ireland
Aran Walkers Lodge,http://www.aranadventure.com/,+353(0)9961264,-9.65207804140322,53.0979452830767,Galway,Aran Islands,Republic of Ireland
Nox Hotel,http://www.noxhotelgalway.ie,+353(0)91735555,-9.04227766418932,53.2866811784174,Galway,Galway City,Republic of Ireland
Teltown Country House B&B,http://www.facebook.com/teltownhouse,+353(0)469023239,-6.78324257021461,53.6994485660151,Meath,Navan,Republic of Ireland
Temple Bar Inn,http://www.templebarinn.com,+353(0)14845010,-6.25969535085676,53.3457514979753,Dublin,Dublin 2,Republic of Ireland
The Kingsley,http://www.thekingsley.ie/,+353(0)214800500,-8.50837767514644,51.8935994719393,Cork,T12P680,Republic of Ireland
Lough Ree (East) Caravan & Camping,http://loughreeeast.wix.com/loughreeeast,+353(0)906478561,-7.89320538346294,53.448710974089,Westmeath,Ballykeeran,Republic of Ireland
O'Briens' Cashel Lodge,http://www.cashel-lodge.com,+353(0)6261003,-7.89639724371636,52.5202301906489,Tipperary,Cashel,Republic of Ireland
The Old Pier Guest Accommodation,http://www.oldpier.com,+353(0)669155242,-10.3548669729248,52.2122577321648,Kerry,Ballydavid,Republic of Ireland
Woodvilla Lodge,http://www.woodvillalodge.com/,+353(0)539175785,-6.544190542161,52.2239695460015,Wexford,Kilmore,Republic of Ireland
Bervie,http://www.bervieachill.com,+353(0)9843114,-10.0845700839399,53.9729220810184,Mayo,Achill Island -Acaill,Republic of Ireland
The Dean,https://deandublin.ie/,+353(0)16078110,-6.26355614049282,53.3349413545189,Dublin,Dublin 2,Republic of Ireland
The Upton Court Hotel,http://www.seanogs.ie,+353(0)539130128,-6.28033392600264,52.5173620455182,Wexford,Gorey,Republic of Ireland
Duncannon Beach Holiday Park,http://www.duncannonholidaypark.com,+353(0)51389707,-6.91906851506234,52.2184451047818,Wexford,New Ross,Republic of Ireland
Racey Byrne's B&B,,+353(0)599131790,-6.92578722011171,52.836146580976,Carlow,Carlow Town,Republic of Ireland
Ardboula House,http://www.ardboula.com,+353(0)656831714,-8.77483905744703,52.894541538806,Clare,Tulla,Republic of Ireland
Valentia Island Caravan & Camping,http://www.valentiaislandcamping.com,+353(0)879673673,-10.2924544927291,51.9239022327028,Kerry,Valentia Island,Republic of Ireland
The Village Apartments,http://www.thevillageclarion.com,+353(0)719144858,-8.46145454229736,54.2826513502967,Sligo,Sligo Town,Republic of Ireland
Diamond Hill Country House,http://www.diamondhill.ie,+353(0)860658631,-7.07998971169206,52.2773737187572,Waterford,Waterford City,Republic of Ireland
Quinlan & Cooke Boutique Townhouse,http://www.qcbar.com,+353(0)669472244,-10.2270260472387,51.9458703799772,Kerry,Cahersiveen,Republic of Ireland
Laharandota - the artists' cottage & studio,http://www.theartistscottage.com,+44(0)7734663589,-9.77012338639019,51.5599374720684,Cork,Bantry,Republic of Ireland
East Park Lodge,http://www.eastparklodge.ie,+353(0)14908631,-6.2668583,53.3232464,Dublin,Rathmines,Republic of Ireland
The Strand Inn,http://www.thestrandinn.com,+353(0)51383174,-6.99425322079741,52.1551683443436,Waterford,Dunmore East,Republic of Ireland
Loughcrew Megalithic Centre,http://www.loughcrewmegalithiccentre.com,+353(0)867361948,-7.12153520486618,53.7455669255193,Meath,Oldcastle,Republic of Ireland
Bantry House & Garden,http://www.bantryhouse.com,+353(0)2750047,-9.46544425437082,51.6771677873647,Cork,Bantry,Republic of Ireland
Rathgillen Farm,,+353(0)469052476,-6.74062296382464,53.8329772431991,Meath,Nobber,Republic of Ireland
Wellington Quay CityBreak Apartments,http://www.citybreakapartments.com,+353(0)14433920,-6.26588316051402,53.3454665632539,Dublin,Dublin City,Republic of Ireland
Spencer Dock CityBreak Apartments,http://www.citybreakapartments.com,+353(0)14433920,-6.23711110441126,53.3480192772821,Dublin,Dublin City,Republic of Ireland
Burren Glamping,http://www.burrenglamping.com/,+353(0)657088931,-9.19340539002894,52.9858682163486,Clare,Kilfenora,Republic of Ireland
Cape Clear Cottages,http://www.capeclearcottages.com,+353(0)2839153,-9.49304089700626,51.4381487422666,Cork,Cape Clear Island,Republic of Ireland
Brenda's B&B,http://www.brendasbandb.ie/,+353(0)599771860,-6.91068720493171,52.5937774446417,Carlow,Borris,Republic of Ireland
The Standing Stone Hotel,https://www.facebook.com/standingstonehotel/,+353(0)719644023,-7.80011528598333,54.052770937567,Leitrim,Ballinamore,Republic of Ireland
The Ritz,http://www.theritz-killybegs.com/,+353(0)749731309,-8.44109216593585,54.6369956040573,Donegal,Killybegs,Republic of Ireland
Grange Manor Kilkenny,http://www.grangemanorkilkenny.com,+353(0)872524531,-7.35014832406466,52.7680595696413,Kilkenny,Ballyragget,Republic of Ireland
Emmet House,http://www.emmethouse.com,+353(0)579169885,-7.910387909787,53.0964404031495,Offaly,Birr,Republic of Ireland
Django's Hostel,http://www.djangoshostel.com,+353(0)872569348,-8.03917103699643,52.9437564304173,Tipperary,Cloughjordan,Republic of Ireland
Ocean Heights,http://www.oceanheightsbnb.com,+353(0)719124907,-8.63670065544431,54.3680277471991,Sligo,Ballinfull,Republic of Ireland
New Forest Apartments,http://www.newforest.ie/accommodation/,+353(0)449221100,-7.4307313882324,53.3889103123032,Westmeath,Tyrrellspass,Republic of Ireland
Connemara Sands,http://www.connemarasands-hotel.com,+353(0)9523030,-10.0774994796797,53.4382508902983,Galway,Clifden,Republic of Ireland
The Ashe Hotel,http://www.theashehotel.ie,+353(0)667106300,-9.704521838623,52.2708352168586,Kerry,Tralee,Republic of Ireland
Westcove House,http://www.westcove.ie/,+44(0)142023113,-10.054427,51.770124,Kerry,Castlecove,Republic of Ireland
Eccles Townhouse,,+353(0)18307929,-6.26414734859895,53.3574189652297,Dublin,Dublin City,Republic of Ireland
The Mill Restaurant & Accommodation,http://www.themillrestaurant.com,+353(0)749136985,-7.97962360152689,55.1768498046539,Donegal,Dunfanaghy,Republic of Ireland
Tir na hÓige,http://easkey.ie/CaravanPark.html,+353(0)9649052,-8.96172546983643,54.2857249413623,Sligo,Easkey,Republic of Ireland
The Lodge at Ashford Castle,http://www.thelodgeac.com/,+353(0)949545400,-9.27437307585751,53.5347504977773,Mayo,Cong,Republic of Ireland
Greenway Bed & Breakfast,http://www.greenwaybb.com,+353(0)9841249,-9.54664744973752,53.8831324335507,Mayo,Newport,Republic of Ireland
Boghill Centre,http://www.boghill.com,+353(0)657074644,-9.2526756366916,53.0160327676691,Clare,Kilfenora,Republic of Ireland
The Western Hotel,http://www.westernhotel.com,+353(0)949362011,-8.99809468413082,53.7211617395683,Mayo,Claremorris,Republic of Ireland
Creacon Wellness Retreat,http://www.Creaconwellnessretreat.com,+353(0)51447666,-6.94152517456052,52.3614669845777,Wexford,New Ross,Republic of Ireland
Lake House Bed & Breakfast,,+353(0)238856932,-9.11170804453138,51.7058437774701,Cork,Dunmanway,Republic of Ireland
The Royal Valentia,http://royalvalentia.ie/hotel/,+353(0)669476144,-10.2881361362151,51.926085642426,Kerry,Valentia Island,Republic of Ireland
Wilderness Lodge & Wicklow Way Holidays,http://www.wildernesslodge.ie,+353(0)16606442,-6.35271775924684,52.9567569879993,Wicklow,Glenmalure,Republic of Ireland
Boyles' Caravans and Camping Ground,http://boylescaravans.com/index.html,+353(0)838490359,-8.44554812047113,54.8391089421141,Donegal,Portnoo,Republic of Ireland
Huntington Castle,http://www.huntingtoncastle.com,+353(0)539377160,-6.64904597422241,52.690399301444,Carlow,Clonegal,Republic of Ireland
Wolohan's Silver Strand Caravanning and Camping Park,http://www.silverstrand.ie,+353(0)40469404,-6.01633177246094,52.9546767593199,Wicklow,Wicklow Town,Republic of Ireland
Trump International Golf Links & Hotel,http://www.trumphotelcollection.com/ireland/,+353(0)659055600,-9.50273497817386,52.7463876804058,Clare,Doonbeg,Republic of Ireland
Green Meadow Farm Holiday Accommodation,http://www.greenmeadowfarm.ie/,+353(0)40441649,-6.16042321651616,52.8883684122853,Wicklow,Redcross,Republic of Ireland
Dun Laoghaire Marina,http://www.dlmarina.com,+353(0)12020040,-6.13510189110661,53.2961832056839,Dublin,Dún Laoghaire,Republic of Ireland
Canbe - Five Lamps,http://canbe.ie/five-lamps-suites-dublin/,+353(0)12196539,-6.24648942757801,53.355199930889,Dublin,Dublin City,Republic of Ireland
Barrons Café and Bed & Breakfast,http://www.barronsmoville.com/,+353(0)749382472,-7.04186124254033,55.1882174995131,Donegal,Moville,Republic of Ireland
Moville Boutique Hostel Accommodation,http://www.movilleboutiquehostel.com/,+353(0)749382378,-7.04598988863495,55.1913552178344,Donegal,Inishowen,Republic of Ireland
Marie's Paradise B&B for kids,http://www.airbnb.ie/rooms/8745032?s=g2Lk4_4Y,+353(0)6747978,-8.39866813193657,52.8813280994167,Tipperary,Portroe,Republic of Ireland
Courthouse Restaurant,http://www.thecourthouserest.com,+353(0)719842391,-8.28531661294448,54.4476272457135,Leitrim,Kinlough,Republic of Ireland
Ardmore B&B,http://www.ardmorebedandbreakfast.ie,+353(0)858586103,-7.70748047148049,51.9836460115498,Waterford,Ardmore P36 W592,Republic of Ireland
The Celtic B&B,https://www.facebook.com/TheCelticBedandBreakfast/,+353(0)61374899,-8.43628396441807,52.814904,Tipperary,Ballina,Republic of Ireland
The Glenmalure Lodge,http://www.glenmalurelodge.ie,+353(0)40446188,-6.35351990164872,52.9576954906503,Wicklow,Rathdrum,Republic of Ireland
Travellers' Rest Hostel,http://www.hostelcaherdaniel.com,+353(0)669475175,-10.097936167845,51.7677576432774,Kerry,Caherdaniel,Republic of Ireland
The Beara Coast Hotel,http://www.bearacoast.com/,+353(0)2771446,-9.90943300108449,51.6487194990055,Cork,Castletownbere,Republic of Ireland
Riverside Hotel,http://riversidesligo.ie,+353(0)719194480,-8.46758605575019,54.2712940285542,Sligo,Sligo Town,Republic of Ireland
Cois na hAbhann,http://www.bandbdoolin.com,+353(0)657093101,-9.37764997610133,53.0158764215824,Clare,Doolin,Republic of Ireland
Wilton Castle,http://www.wiltoncastleireland.com,+353(0)539247738,-6.61206024717103,52.4589600929183,Wexford,Enniscorthy,Republic of Ireland
Burren Escape,http://www.burrenescape.com,+353(0)656827734,-9.05045895345836,52.9289933783123,Clare,Corofin,Republic of Ireland
Kildare House Hotel,http://www.kildarehousehotel.ie,+353(0)45520002,-6.90695870172726,53.1556748775969,Kildare,Kildare Town,Republic of Ireland
The Lodge at Harvey's Point,http://www.harveyslodge.com,+353(0)749724313,-8.05188819935608,54.6979427856568,Donegal,Donegal Town,Republic of Ireland
Riverside,http://riversidelaragh.com,+353(0)40445840,-6.29878178243097,53.0037637877117,Wicklow,Glendalough,Republic of Ireland
Caitins Pub & Accommodation,http://www.caitins.com,+353(0)669477614,-10.077789253012,52.0328367831131,Kerry,Kells,Republic of Ireland
The River House,http://www.riverhousedungloe.ie/accommodation.htm,+353(0)749561997,-8.35770451559142,54.9504281950051,Donegal,Dungloe,Republic of Ireland
Lakeside House Killarney,http://www.lakesidehousekillarney.ie,+353(0)861933173,-9.4947,52.0401,Kerry,Killarney,Republic of Ireland
Ozanam Holiday Centre,https://www.svp.ie/News-Media/News/Welcome-to-Ozanam-Holiday-Centre-Mornington.aspx,+353(0)419827808,-6.29795404259505,53.7181170358941,Meath,Mornington,Republic of Ireland
Copperfield House,http://www.copperfieldhouse.ie,+353(0)6261075,-7.89092548983114,52.5143915756491,Tipperary,Cashel,Republic of Ireland
