Name,Url,Telephone,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry,Tags
Fenit Beach ,https://www.blueflag.global/show-site?siteId=6647,+353667121288,-9.8576838,52.277572,Kerry,Fenit,Republic of Ireland,"Bird Watching,Nature and Wildlife,Fishing,Angling,Sailing,Activity Operator,Surfing,Swimming,Swimming Pools and Water Park,Venue,Walking,Discovery Point,Marina,Embarkation Point,Beach,Natural Landscape,Public Sculpture"
Aura Letterkenny Leisure Complex,http://www.auraleisure.ie/letterkenny,+353749106422,-7.7502521,54.9460448,Donegal,Letterkenny,Republic of Ireland,"Swimming,Swimming Pools and Water Park,Venue,Swimming Pool,Fitness and Leisure,Activity Operator"
MBW Bike Shop,http://www.mbikeworks.ie,+35391556525,-9.172596,53.345671,Galway,Moycullen,Republic of Ireland,"Cycling,Shopping,Bike Rental"
The Forge Bar and Restaurant,https://www.facebook.com/forgepubmoycullen,+35391868944,-9.1789517,53.3367223,Galway,Moycullen,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Oideas Gael - Exploring the Environment,http://www.oideasgael.ie,+353749730248,-8.72164215544797,54.7102165289976,Donegal,Glencolmcille,Republic of Ireland,"Learning,Activity Operator"
Hidden Ireland Tours,http://www.hiddenirelandtours.com,+353(0)646644733,-9.63592442858339,52.024155292185,Kerry,Killarney,Republic of Ireland,"Activity Operator,Tour,Day Tour"
Cill Rialaig Arts Centre,https://cillrialaigartscentre.com,+353669479277,-10.266434,51.832582,Kerry,Ballinskelligs,Republic of Ireland,"Craft,Shopping,Art Gallery,Cafe,Food and Drink,Food Shops"
Selkie Sailing,http://www.selkiesailing.com,+353749532707,-8.2504006,55.1009477,Donegal,Gweedore,Republic of Ireland,"Learning,Kayaking,Activity Operator,Kitesurfing,Windsurfing,Sailing"
The Castle Antique Arts & Craft Centre,https://www.facebook.com/TheCastleAntiquesArtsCrafts/,+353878144030,-8.9650235,52.8142641,Clare,Clarecastle,Republic of Ireland,"Shopping,Shopping Centres and Department Store,Craft,Food Shops"
JJ Corry Irish Whiskey Experience,https://www.chapelgatewhiskey.com,+353863840722,-9.4353561,52.6770232,Clare,Kilrush,Republic of Ireland,"Museums and Attraction,Tour"
An Chéibh Bheag (Cloghmore Pier),,,-9.9472967,53.880075,Mayo,Achill Island -Acaill,Republic of Ireland,"Fishing,Angling,Embarkation Point,Boat,Tour"
Kells Beach ,https://www.blueflag.global/show-site?siteId=6654,+353646631633,-10.1319167,52.0252772,Kerry,Kells,Republic of Ireland,"Fishing,Angling,Swimming,Swimming Pools and Water Park,Venue,Beach,Natural Landscape"
Killarney Riding Stables,http://www.killarneyridingstables.com,+353646631686,-9.532012,52.068849,Kerry,Killarney,Republic of Ireland,"Horse Riding,Equestrian,Activity Operator"
Carbery Sailing,https://www.carberysailing.com,+3532729101,-9.631565,51.599893,Cork,Ahakista,Republic of Ireland,"Sailing,Activity Operator"
Sea Fishing off the Clare coast,http://fishinginireland.info/,+353(0)61300238,-9.14260652221674,53.117415939716,Clare,Ballyvaughan,Republic of Ireland,"Fishing,Angling"
Inish Beg Island,http://www.inishbeg.com,+353(0)2821745,-9.35291884902267,51.5212534684023,Cork,Baltimore,Republic of Ireland,"Bird Watching,Nature and Wildlife,Walking,Island,Offshore Island,Natural Landscape,Cafe,Food and Drink"
Gap of Mamore,,,-7.5012481,55.243401,Donegal,Clonmany,Republic of Ireland,Discovery Point
John O'Shea,,+353(0)876898431,-10.102955640251,51.7694638011998,Kerry,Caherdaniel,Republic of Ireland,"Activity Operator,Boat,Tour"
Singing Pub,https://www.facebook.com/singingpub,+353879171950,-7.8189452,55.2091491,Donegal,Downings,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Burren Art & Craft Fair,https://www.facebook.com/burrencrafts,+353868111511,-9.15068823475235,53.1169595713339,Clare,Ballyvaughan,Republic of Ireland,"Shopping,Shopping Centres and Department Store,Craft,Art Gallery,Food Shops"
Augustinian Abbey Adare,http://www.ireland.anglican.org,+35361396227,-8.784585,52.567928,Limerick,Adare,Republic of Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
Colla Pier,,,-9.561419,51.506532,Cork,Schull,Republic of Ireland,Embarkation Point
Roonagh Pier,,+353(0)9825711,-9.9038798,53.761692,Mayo,Louisburgh,Republic of Ireland,Embarkation Point
North West Coasteering,http://www.northwestcoasteering.com,+353879959181,-8.44929196227068,54.4664257440643,Sligo,Mullaghmore,Republic of Ireland,"Climbing,Activity Operator"
Westport Bike Hire,http://www.westportbikehire.com,+353860880882,-9.5241361,53.7998697,Mayo,Westport,Republic of Ireland,"Cycling,Activity Operator,Bike Rental"
Puffin Island,,+353(0)646631633,-10.4115654028603,51.8376830864664,Kerry,Portmagee,Republic of Ireland,"Bird Watching,Nature and Wildlife"
Carran Turlough Loop,,,-9.07809691789669,53.0372166715076,Clare,Carran,Republic of Ireland,Walking
Silver Strand,,,-9.88032214934708,53.6482791288868,Mayo,Louisburgh,Republic of Ireland,"Swimming,Swimming Pools and Water Park,Venue,Walking,Discovery Point,Beach"
Bastion Restaurant,https://www.facebook.com/BastionKinsale,+353871348510,-8.52250691268921,51.7060440831364,Cork,Kinsale,Republic of Ireland,"Food and Drink,Restaurant"
The Dingle Way,thedingleway.ie,,-10.1242982,52.2040594,Kerry,Dingle,Republic of Ireland,Walking
The Russell Gallery,http://www.russellgallery.net,+353657078185,-9.08283,53.15452,Clare,Newquay,Republic of Ireland,"Shopping,Shopping Centres and Department Store,Craft,Art Gallery,Cafe,Food and Drink,Food Shops"
Rinville Park,http://www.galway.ie/en/services/leisure/rinvilleparkoranmore/,+353(0)91509000,-9.048728,53.276473,Galway,Oranmore,Republic of Ireland,"Bird Watching,Nature and Wildlife,Walking,Public Park"
Dinis Cottage,,+353646630085,-9.5488286,52.0101223,Kerry,Killarney,Republic of Ireland,"Food and Drink,Restaurant,Cafe"
Fishy Fishy Café,http://www.fishyfishy.ie,+353214700415,-8.5214722,51.7040083,Cork,Kinsale,Republic of Ireland,"Food and Drink,Shopping,Shopping Centres and Department Store,Cafe,Seafood,Restaurant"
"Derrynane House, National Historic Park",http://www.heritageireland.ie/en/south-west/derrynanehouse,+353669475113,-10.1306684,51.762446,Kerry,Caherdaniel,Republic of Ireland,"Discovery Point,Gardens,Garden,Historic Houses and Castle,Castle,Cafe,Food and Drink"
Kinsale Nature and Maritime Walking Tour,http://kinsalemaritimewalks.com,+353(0)876417068,-8.52199178028718,51.7058756734278,Cork,Kinsale,Republic of Ireland,"Walking,Activity Operator,Tour"
Casey's Of Baltimore,https://www.caseysofbaltimore.com/eat-and-drink,+3532820197,-9.362506,51.484671,Cork,Baltimore,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar,Seafood,Vegetarian"
Cosán na Naomh (The Saint's Road),http://www.irishtrails.ie/Trail/Cosan-na-Naomh--Saints-Road-/370/,,-10.1670098277412,52.1837423739747,Kerry,Ballyferriter,Republic of Ireland,Walking
Wild Atlantic Luxury Tours,https://wildatlanticluxurytours.ie,+353(0)868570997,-9.35528525957693,51.6575309348159,Cork,Bantry,Republic of Ireland,"Activity Operator,Tour"
Adrigole Arts,http://www.hungryhillgallery.com,+3532760234,-9.7104121,51.6844057,Cork,Adrigole,Republic of Ireland,"Craft,Shopping,Art Gallery,Food Shops"
Waterville Heritage Gallery,https://skelliggiftstore.com/tag/heritage-gallery/?v=d2cb7bbc0d23,+353871241645,-10.17288159126,51.8283692684111,Kerry,Waterville,Republic of Ireland,"Craft,Shopping,Museums and Attraction,Art Gallery,Food Shops"
Katie's Cottage,https://www.facebook.com/CladdaghArtsCentre,+353878280848,-9.05775521115004,53.2646329349049,Galway,Galway City,Republic of Ireland,"Museums and Attraction,Traditionally Irish,Food Shops,Shopping"
Porters Restaurant,http://www.radissonblu.ie/hotel-limerick,+35361456200,-8.709855,52.684227,Limerick,Limerick City,Republic of Ireland,"Food and Drink,Restaurant,Seafood"
Reel Irish Music Tours,https://reelirishmusictours.ie,+353862771967,-7.4526224,55.1318283,Donegal,Buncrana,Republic of Ireland,"Activity Operator,Tour"
Kingfisher Cycle Trail,http://www.kingfishercycletrail.com,+44(0)2866323110,-8.178592,54.306503,Leitrim,Leitrim Village,Republic of Ireland,Cycling
Kilbrittain Trails Castle Walk,http://kilbrittaintrails.ie,+353(0)868414981,-8.6917,51.6736,Cork,Kilbrittain,Republic of Ireland,Walking
Meave's Cairn,http://www.carrowkeel.com/sites/coolrea/knocknarea1.html,,-8.5740405,54.2586043,Sligo,Strandhill,Republic of Ireland,
Skellig Michael Cruises,http://www.skelligmichaelcruises.com,+353(0)876178114,-10.3668645357513,51.886465866044,Kerry,Portmagee,Republic of Ireland,"Bird Watching,Nature and Wildlife,Cruising,Activity Operator,Boat,Tour"
126 Artist-Run Gallery,https://126gallery.com/,,-9.0494491,53.2772719,Galway,Galway City,Republic of Ireland,"Craft,Shopping,Art Gallery"
Waterpoint,http://www.waterpoint.ie,+353(0)9636999,-9.089272,54.217386,Sligo,Enniscrone,Republic of Ireland,"Swimming,Swimming Pools and Water Park,Venue,Swimming Pool,Activity Operator"
Sea Fishing in the Shannon Estuary - Limerick City to Loop Head,,+353(0)61300238,-8.65114,52.655377,Limerick,Limerick City,Republic of Ireland,"Fishing,Angling"
Corrib Candles,https://www.corribcandles.ie,+35391766187,-9.074095,53.303547,Galway,Galway City,Republic of Ireland,"Shopping,Shopping Centres and Department Store,Craft,Food Shops"
The Sacred Island,http://www.carrowkeel.com,+353(0)876914583,-8.453649,54.430231,Sligo,Cliffony,Republic of Ireland,"Activity Operator,Tour"
The Garden Restaurant at Griffin's Garden Centre,http://www.griffinsgardencentre.ie/restaurant-blog/griffins/restaurant/restaurant,+353217334286,-8.724551,51.912194,Cork,Dripsey,Republic of Ireland,"Food and Drink,Restaurant,Food Shops,Shopping"
Wild Atlantic Tae,https://twitter.com/wildatlantictae?lang=en,+353861632233,-7.6319416,55.2761314,Donegal,Fanad,Republic of Ireland,"Food and Drink,Restaurant,Cafe"
Lahinch Golf Club Castle Course,https://lahinchgolf.com/castle-course,+353657081003,-9.3458144,52.941481,Clare,Lahinch,Republic of Ireland,"Golf,Golf Course"
Valentia Island Ferries,,+353(0)669476141,-10.2907974109638,51.925093524084,Kerry,Knightstown,Republic of Ireland,"Transport,Coach,Road"
Cape Clear Island & Fastnet Tours,http://www.capeclearferries.com,+353(0)2839159,-9.37160134387204,51.4860748807669,Cork,Cape Clear Island,Republic of Ireland,"Transport,Cruising,Activity Operator,Coach,Road,Tour,Boat,Day Tour"
Malin Head,,,-7.3733878,55.3820014,Donegal,Malin Head,Republic of Ireland,"Climbing,Activity Operator,Walking,Discovery Point"
Bray Head Loop,http://www.irishtrails.ie/Trail/Bray-Head---Valentia/595/,+353(0)669474888,-10.4247955004761,51.8842426722704,Kerry,Valentia Island,Republic of Ireland,Walking
"O'Connell Restaurant, Ballyseede Castle Hotel",https://www.ballyseedecastle.com/dining/the-oconnell-restaurant,+353667125799,-9.646792,52.256245,Kerry,Tralee,Republic of Ireland,"Food and Drink,Restaurant"
Island Cottage,http://www.islandcottage.com,+3532838102,-9.4300323,51.4974262,Cork,Heir Island,Republic of Ireland,"Food and Drink,Restaurant,Seafood"
Avoca Handweavers Molls Gap,https://www.avoca.com/en/stores-and-cafes/molls-gap,+353646634720,-9.6578619,51.9384107,Kerry,Killarney,Republic of Ireland,"Shopping,Shopping Centres and Department Store,Craft,Cafe,Food and Drink,Food Shops"
Peter McCabe – Photography Workshops,http://www.photoimagery.net,+353876963707,-7.7342166,54.9490373,Donegal,Letterkenny,Republic of Ireland,"Photography,Learning,Activity Operator"
Escape Rooms Ennis,http://escaperoomsennis.com,+353894402259,-8.9727333,52.8383915,Clare,Ennis,Republic of Ireland,Activity Operator
Stanford's Inn,,+353(0)719164140,-8.302459,54.229829,Leitrim,Dromahair,Republic of Ireland,"Fishing,Angling"
O'Riain Pottery,http://oriainpottery.com,+353719183838,-8.529161,54.062616,Sligo,Ballymote,Republic of Ireland,"Learning,Craft,Shopping,Activity Operator,Food Shops"
Checkers Restaurant,http://www.randlescourt.com,+353(0)646635333,-9.50645,52.053937,Kerry,Killarney,Republic of Ireland,"Food and Drink,Restaurant"
The Barony Of Erris - Language And Culture Irish Colleges,http://www.concos.ie,+35391577050,-9.98701605418876,54.2213826688354,Mayo,Belmullet,Republic of Ireland,"Learning,Activity Operator"
Rynhart Fine Art Bronze Studio,http://www.rynhartbronze.com/shop,+3532763826,-9.6185633,51.7433935,Cork,Glengarriff,Republic of Ireland,"Shopping,Shopping Centres and Department Store,Craft,Food Shops"
Glenveagh Castle Gardens,https://www.glenveaghnationalpark.ie/explore-experience/article-glenveagh-castle-gardens,+353761002537,-7.9685359,55.0360829,Donegal,Letterkenny,Republic of Ireland,"Restaurant,Transport,Gardening,Nature and Wildlife,Cycling,Fishing,Angling,Walking,Gardens,Garden,Castle,Historic Houses and Castle,National Park,National and Forest Park,Cafe,Food and Drink,Coach,Road,Bike Rental"
Rossnowlagh Beach Discovery Point,,,-8.2102311,54.552905,Donegal,Rossnowlagh,Republic of Ireland,Discovery Point
Keoghs Bar,http://www.keoghsballyconneely.com,+3539523522,-10.0755435,53.4311265,Galway,Ballyconneely,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Kayne's Bar & Bistro,http://www.kayneskillarney.com,+353646639300,-9.5066838,52.0530752,Kerry,Killarney,Republic of Ireland,"Food and Drink,Restaurant"
The Lakes Of Killarney,,+353(0)646631633,-9.508799,52.058212,Kerry,Killarney,Republic of Ireland,
Keem Bay,,,-10.195409,53.967177,Mayo,Achill Island -Acaill,Republic of Ireland,Discovery Point
The Ballyhoura Mountain Bike Trails,http://www.visitballyhoura.com,+353(0)6391300,-8.50494682538852,52.3183266414704,Limerick,Ballyhoura,Republic of Ireland,"Cycling,Forest Park,Park and Forest Walk,Walking"
Vintage Vendors,https://www.facebook.com/vintagevendorsireland,+353872908328,-9.69985518337637,52.2677505238839,Kerry,Tralee,Republic of Ireland,"Shopping,Shopping Centres and Department Store,Food Shops"
Scubadive West,http://www.scubadivewest.com,+3539543922,-9.8730401,53.6154059,Galway,Renvyle,Republic of Ireland,Activity Operator
University Market,https://ulsites.ul.ie/envirocom/farmers-market,+35361202700.,-8.57089,52.673042,Limerick,Castleconnell,Republic of Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
Great Southern Trail,http://www.southerntrail.net,+353(0)6962597,-9.0545503327723,52.4540123433318,Limerick,Newcastle West,Republic of Ireland,Walking
The Burren Art Gallery,https://clare.ie/do/the-burren-art-gallery,+353862000472,-8.9195914,53.0058176,Clare,Corofin,Republic of Ireland,"Learning,Craft,Shopping,Art Gallery,Activity Operator"
The Gallery Bar,https://www.lougheskecastlehotel.com/donegal-restaurant-dining/gallery-bar,+353749725100,-8.0660463,54.6883436,Donegal,Donegal Town,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar,Seafood"
Torrinos Italian Restaurant,http://www.torrinos.ie,+3539828338,-9.5216007,53.7995994,Mayo,Westport,Republic of Ireland,"Food and Drink,Restaurant"
Drombeg Stone Circle,http://www.megalithicireland.com/Drombeg.htm,,-9.086958,51.564623,Cork,Glandore,Republic of Ireland,
Whiddy Island Ferry,http://whiddyferry.com/,+353(0)868626734,-9.45084004790396,51.6801174397102,Cork,Bantry,Republic of Ireland,"Transport,Coach,Road"
The Traveller's Inn,http://www.thetravellersinn.com,+353749163499,-7.69907525084477,55.0893437469809,Donegal,Milford,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar,Vegetarian"
"Allo's Restaurant, Bar & Bistro",https://www.facebook.com/Allosbarbistro,+3536822880,-9.4842248,52.4465992,Kerry,Listowel,Republic of Ireland,"Food and Drink,Restaurant"
Mozart's Restaurant,https://www.facebook.com/mozartstapastralee,+353667127977,-9.7042012,52.2695872,Kerry,Tralee,Republic of Ireland,"Food and Drink,Restaurant,Vegetarian"
Muskerry Golf Club,http://www.muskerrygolfclub.ie,+353214385297,-8.6063217,51.9192239,Cork,Carrigrohane,Republic of Ireland,"Golf,Golf Course"
Richardson's,https://www.facebook.com/RichardsonsBarGalway,+35391562812,-9.048986,53.2750606,Galway,Galway City,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Cé na Glinsce (Glinsk Pier).,,,-9.84062522954105,53.3748807229606,Galway,Carna,Republic of Ireland,Discovery Point
The Cellar,https://www.theross.ie/eat-drink/the-cellar,+353646631855,-9.507685,52.057955,Kerry,Killarney,Republic of Ireland,"Food and Drink,Restaurant"
Broadford Ashford Walking Trails - Gleann Beag Loop,http://walkbroadfordashford.com/trail/an-gleann-beag-loop/,,-8.98184313049319,52.3455016300578,Limerick,Broadford,Republic of Ireland,Walking
Stella Maris Country House Hotel Restaurant,http://www.stellamarisireland.com,+3539643322,-9.3922571,54.2995608,Mayo,Ballycastle,Republic of Ireland,"Food and Drink,Restaurant"
Deane's Equestrian Centre,www.deanesfarm.ie,+353749737160,-8.37359,54.639173,Donegal,Bruckless,Republic of Ireland,"Horse Riding,Equestrian,Activity Operator,Food Shops,Shopping"
Inch Island,,,-7.4599475,55.054828,Donegal,Inch Island,Republic of Ireland,Discovery Point
Ekotree Studio & Knitwear Visitor Centre,https://doolin.ie/ekotree,+353833021452,-9.361777,53.024757,Clare,Doolin,Republic of Ireland,"Learning,Shopping,Shopping Centres and Department Store,Craft,Museums and Attraction,Art Gallery,Food Shops"
The Yeats Encounter,https://facebook.com/The-Yeats-Encounter-618433715302579,+353871372122,-8.47722771848191,54.2738563268056,Sligo,Sligo Town,Republic of Ireland,"Activity Operator,Literary Ireland"
Sheridan's Cheesemongers & Wine Bar,https://sheridanscheesemongers.com/,+353469245110,-9.0541048,53.2723795,Galway,Galway City,Republic of Ireland,"Shopping,Shopping Centres and Department Store,Food Shops"
Skibbereen Cycle Hub,,,-9.26789578932462,51.5490124316153,Cork,Skibbereen,Republic of Ireland,Cycling
Lee Valley Golf & Country Club,http://www.leevalleygcc.ie,+353217331721,-8.700614,51.890345,Cork,Ovens,Republic of Ireland,"Golf,Golf Course"
Inishbofin Middlequarter Loop Walk,,+353(0)9545989,-10.2147928936477,53.6197680487418,Galway,Inishbofin Island,Republic of Ireland,Walking
Veldons Seafarer Bar & Restaurant,http://www.veldons.ie,+3539541046,-9.9489119,53.5533781,Galway,Letterfrack,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar,Seafood"
Galway Art School,http://www.galwayartschool.com,+353857411813,-9.03872886804197,53.3932269637535,Galway,Corrandulla,Republic of Ireland,"Learning,Craft,Shopping"
Bolus Head  Barracks Looped Walk,,,-10.337021794314,51.7985013698148,Kerry,Ballinskelligs,Republic of Ireland,Walking
Dolphinwatch Carrigaholt,http://www.dolphinwatch.ie,+353(0)659058156,-9.708878,52.603998,Clare,Carrigaholt,Republic of Ireland,
Yeats' Country Antiques,http://www.yeatscountryantiques.ie/,+353719145589,-8.4837949,54.319375,Sligo,Rathcormack,Republic of Ireland,"Shopping,Shopping Centres and Department Store,Craft,Cafe,Food and Drink,Food Shops"
The Lagoon Activity Centre,http://www.lagoonactivitycentre.ie,+353877462720,-9.0270566,51.57751,Cork,Rosscarbery,Republic of Ireland,"Kayaking,Activity Operator"
Castlegregory Beach Green Coast Beach Award 2017,,,-10.013826,52.260314,Kerry,Castlegregory,Republic of Ireland,Discovery Point
Holly Tree Restaurant,http://www.ballyliffinlodge.com/dining/jacks-restaurant-menu,+353749378200,-7.3953474,55.2801178,Donegal,Ballyliffin,Republic of Ireland,"Food and Drink,Restaurant"
Inchydoney Surf School,http://www.inchydoneysurfschool.com,+353868695396,-8.8632907,51.5970355,Cork,Inchydoney,Republic of Ireland,"Surfing,Activity Operator"
Sligo Tours,http://www.sligotours.com/,+3537191305000,-8.50887634390256,54.2118625115611,Sligo,Sligo Town,Republic of Ireland,"Activity Operator,Tour"
Kerry Experience Tours,http://www.kerryexperiencetours.ie,+353(0)862554098,-9.90094091211993,51.8384094807,Kerry,Sneem,Republic of Ireland,"Activity Operator,Tour"
The Healy Pass,www.discoverireland.ie,,0,0,Cork,Adrigole,Republic of Ireland,
Trá an Dóilín (Coral Strand),http://www.blueflagireland.org/,+353(0)14002202,-9.598881194,53.26415911,Galway,Carraroe,Republic of Ireland,"Swimming,Swimming Pools and Water Park,Venue,Discovery Point,Beach,Natural Landscape"
St Tola Irish Goat Farm,https://www.st-tola.ie/,+353656836633,-9.180328,52.9027043,Clare,Ennistymon,Republic of Ireland,"Food and Drink,Restaurant,Visitor Farm,Artisan,Local Produce"
Kilmaine - Killernan loop,http://www.irishtrails.ie/Trail/Kilmaine---Killernan-loop/632/,,-9.1227567,53.5811547,Mayo,Ballinrobe,Republic of Ireland,Walking
St. Patrick's Cross Carndonagh,http://www.govisitinishowen.com,+353749363451,-7.457603,55.128458,Donegal,Inishowen,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Enchanted Ireland Tours,http://www.enchantedireland.com,+353(0)646671112,-9.471384,52.065385,Kerry,Killarney,Republic of Ireland,"Activity Operator,Tour"
The Kerry Head Cycleway,,+353(0)667121288,-9.706157,52.26677,Kerry,Tralee,Republic of Ireland,Cycling
Boland Craft Gift Shop,http://www.facebook.com/Boland-Craft-Gift-Shop-143758849124010/?fref=ts,+353214772161,-8.5223462,51.7058143,Cork,Kinsale,Republic of Ireland,"Shopping,Shopping Centres and Department Store,Craft,Food Shops"
Cratloe Woods,http://www.coillteoutdoors.ie/,+353(0)61337322,-8.76565,52.7016,Clare,Cratloe,Republic of Ireland,"Walking,Zip Lining,Activity Operator,Forest Park,Park and Forest Walk,Public Park,Nature and Wildlife"
Sherkin Island Discovery Point,,,-9.41729277494801,51.4665471834928,Cork,Sherkin Island,Republic of Ireland,Discovery Point
"Earl of Desmond Hotel, Bar & Restaurant",https://www.earlofdesmond.com/dining,+353667121299,-9.636088,52.2556106,Kerry,Tralee,Republic of Ireland,"Food and Drink,Restaurant"
Coosheen Golf Club,http://www.westcorkweb.ie/coosheen,+3532828182,-9.5248164,51.5245007,Cork,Schull,Republic of Ireland,"Golf,Golf Course"
Lettermullen & Garumna Heritage Centre,https://carraroehotel.com/lettermullen-garumna-heritage-centre,+35391551744,-9.73240906606964,53.2432360359837,Galway,Lettermullen Island,Republic of Ireland,"Tracing Your Ancestors,Museums and Attraction"
Burren Smokehouse,https://www.burrensmokehouse.com,+353657074432,-9.291965,53.028122,Clare,Lisdoonvarna,Republic of Ireland,"Food and Drink,Restaurant,Learning,Shopping,Shopping Centres and Department Store,Museums and Attraction,Tour,Food Shops"
Deerpark Pitch & Putt Club,http://www.deerparkpitchandputt.com,+353(0)877823138,-9.504436,52.065909,Kerry,Killarney,Republic of Ireland,"Pitch And Putt,General,Pitch and Putt,Fast Food,Food and Drink,Restaurant,Activity Operator"
Máirtín Ó Conghaile Walks,https://www.facebook.com/people/Mairtin-O-Conghaile/100009898442353,+353(0)876394320,-9.66859756391148,53.2902943822425,Galway,Lettermore,Republic of Ireland,"Walking,Activity Operator,Tour"
Offshore Surf School,http://www.offshoresurfschool.ie,+353872946519,-9.9689189261708,52.1476306304066,Kerry,Inch,Republic of Ireland,"Surfing,Activity Operator"
Kinballycrowie Loop - Lúb Cheann Bhaile Cruaiche,http://www.therosses.ie/walking.html,+353(0)749542774,-8.43559877881694,54.9828780106642,Donegal,Burtonport,Republic of Ireland,"Walking,Activity Operator"
Top of the Rock Pod Páirc-St. Finbarr’s Pilgrim Way Walk,http://westcorkwalking.com,+353(0)861735134,-9.2591853634766,51.6684538029869,Cork,Drimoleague,Republic of Ireland,"Agriculture,Nature and Wildlife,Walking,Activity Operator"
Éalú Escape Rooms,http://ealuescape.com,+353838767647,-9.54082145317841,53.8102515572037,Mayo,Westport,Republic of Ireland,Activity Operator
Creha Quay Loop,http://www.irishtrails.ie/Trail/Eyeries---Creha-Quay-loop/88/,+353(0)2770054,-9.95059641299327,51.6979552992754,Cork,Eyeries,Republic of Ireland,Walking
"McSwiggan's Restaurant, Pub and Cafe Bar",http://mcswiggans.ie/#./about,+35391568917,-9.0526368,53.2750616,Galway,Galway City,Republic of Ireland,"Food and Drink,Restaurant"
Strandhill Beach,,,-8.6093894,54.270531,Sligo,Strandhill,Republic of Ireland,Discovery Point
McGettigan's Letterkenny,https://mcgettigans.com/letterkenny-ireland,+353749124369,-7.73671587256198,54.9511565041299,Donegal,Letterkenny,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Island Roy - Oileán Ruaidh,http://www.donegalislands.com,+353(0)749121160,-7.79026483081054,55.1883893796446,Donegal,Island Roy - Oileán Ruaidh,Republic of Ireland,"Island,Offshore Island"
Kerry Airport PLC,http://www.kerryairport.ie,+353(0)669764644,-9.51822508648521,52.1834315147506,Kerry,Farranfore,Republic of Ireland,"Transport,Coach,Road"
Ballyshannon and District Museum,https://www.facebook.com/Ballyshannonmuseum,+353876888789,-8.1894979,54.5011941,Donegal,Ballyshannon,Republic of Ireland,Museums and Attraction
Insight Tours,http://insighttoursireland.com,+353(0)876814256,-8.889956,51.623306,Cork,Clonakilty,Republic of Ireland,"Activity Operator,Tour"
West Cork Music Ltd.,http://www.westcorkmusic.ie,+353(0)2752788,-9.448848,51.680447,Cork,Bantry,Republic of Ireland,"Learning,Venue,Music,Literary Ireland"
Ashford Equestrian Centre,http://www.ashfordequestrian.com,+353949546507,-9.2928038,53.5359919,Mayo,Cong,Republic of Ireland,"Horse Riding,Equestrian"
Tinteán Theatre,http://www.tintean.ie/,+353(0)6828003,-9.666332,52.511587,Kerry,Ballybunion,Republic of Ireland,"Traditionally Irish,Activity Operator"
The Keep at Woodcock Smokery,https://www.woodcocksmokery.com,+3532836232,-9.198346,51.5264471,Cork,Castletownshend,Republic of Ireland,"Food and Drink,Restaurant,Learning,Artisan,Banquet,Cafe,Local Produce,Seafood"
Concierge Golf Ireland,https://www.conciergegolfireland.com,+353212427913,-8.3875901,51.9301005,Cork,Glanmire,Republic of Ireland,"Golf,Activity Operator"
The Roadside Tavern,http://www.roadsidetavern.ie,+353657074084,-9.2903159,53.0284705,Clare,Lisdoonvarna,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar,Vegetarian"
Rouge Restaurant,https://www.rougegalway.com/restaurant,+35391530681,-9.0571893,53.2704869,Galway,Galway City,Republic of Ireland,"Food and Drink,Restaurant"
Clonakilty Blackpudding Visitor Centre,http://www.clonakiltyvisitorcentre.ie,+353238834835,-8.9047347,51.6197348,Cork,Clonakilty,Republic of Ireland,"Museums and Attraction,Activity Operator,Cafe,Food and Drink,Tour,Food Shops,Shopping"
Garinish Island,http://www.garnishisland.com/,+3532763040,-9.5429312,51.7366531,Cork,Glengarriff,Republic of Ireland,"Gardening,Nature and Wildlife,Gardens,Garden,Island,Offshore Island"
Oileán Chloigeann (Claggan Island),,,-9.9527711,54.173036,Mayo,Bangor Erris,Republic of Ireland,Discovery Point
Linenhall Arts Centre,http://www.thelinenhall.com,+353949023733,-9.2973926,53.8580498,Mayo,Castlebar,Republic of Ireland,"Movies,Cinema,Venue,Craft,Shopping,Art Gallery,Music,Cafe,Food and Drink,Activity Operator"
Kingdom Waves Surf School,https://kingdomwaves.com,+353877447958,-9.82248139799572,52.3498853655027,Kerry,Ardfert,Republic of Ireland,"Surfing,Activity Operator"
Fastnet Trails - The Kilcoe Linear Walk,http://www.ballydehob.ie,+353(0)2837640,-9.4625167,51.5624755,Cork,Ballydehob,Republic of Ireland,Walking
Derrigimlagh,,,-10.03306,53.467003,Galway,Ballyconneely,Republic of Ireland,Discovery Point
